id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization difficulty,manpower,tax
894,America,AlaskaSea,Sea,sea,,,,,Northern Pacific Ocean
895,America,AlaskaSea,Sea,sea,,,,,Northern Pacific Ocean
896,America,AlaskaSea,Sea,sea,,,,,Northern Pacific Ocean
897,America,AlaskaSea,Sea,sea,,,,,Santa Catalina Islands,0
898,America,EPacificSea,Sea,sea,,,,,Northern Pacific Ocean
899,America,EPacificSea,Sea,sea,,,,,Coast of California,0
900,America,EPacificSea,Sea,sea,,,,,Californian Gulf,0
901,America,EPacificSea,Sea,sea,,,,,Mazatlan Bay,0
902,America,CaribbeanSea,Sea,sea,,,,,Tampico Bay,0
903,America,CaribbeanSea,Sea,sea,,,,,Yucatan Sea,0
904,America,CaribbeanSea,Sea,sea,,,,,Gulf of Mexico,0
905,America,CaribbeanSea,Sea,sea,,,,,Mississippi Bay,0
906,America,CaribbeanSea,Sea,sea,,,,,Mobile Bay,0
907,America,ENACoastSea,Sea,sea,,,,,Cape Canaveral
908,America,ENACoastSea,Sea,sea,,,,,Coast of Carolina,0
909,America,ENACoastSea,Sea,sea,,,,,Cape Hatteras,0
910,America,ENACoastSea,Sea,sea,,,,,Bermuda Triangle,0
911,America,ENACoastSea,Sea,sea,,,,,Northern Atlantic Ocean,0
912,America,ENACoastSea,Sea,sea,,,,,The Bermudas,0
913,America,ENACoastSea,Sea,sea,,,,,Northern Atlantic Ocean
914,America,NAtlanticSea,Sea,sea,,,,,Northern Atlantic Ocean
915,America,NAtlanticSea,Sea,sea,,,,,Northern Atlantic Ocean
916,Europe,NAtlanticSea,Sea,sea,,,,,Northern Atlantic Ocean
917,Europe,NAtlanticSea,Sea,sea,,,,,Northern Atlantic Ocean
918,Europe,NAtlanticSea,Sea,sea,,,,,Rockall,0
919,Europe,BiscaySea,Sea,sea,,,,,Finisterre,0
920,Europe,BiscaySea,Sea,sea,,,,,Cantabrian Sea,0
921,Europe,BiscaySea,Sea,sea,,,,,C�te d'Argent
922,Europe,BiscaySea,Sea,sea,,,,,Quiberon Bay,0
923,Europe,BiscaySea,Sea,sea,,,,,Bay of Biscay,0
924,Europe,BiscaySea,Sea,sea,,,,,Western Approaches,0
925,Europe,BiscaySea,Sea,sea,,,,,Coast of Brittany
926,Europe,BiscaySea,Sea,sea,,,,,Land's End,0
927,Europe,NorthSeaSea,Sea,sea,,,,,Bantry Bay,0
928,Europe,NorthSeaSea,Sea,sea,,,,,Donegal Bay,0
929,Europe,NorthSeaSea,Sea,sea,,,,,Irish Sea,0
930,Europe,NorthSeaSea,Sea,sea,,,,,Hebrides,0
931,Europe,NorthSeaSea,Sea,sea,,,,,Moray Firth,0
932,Europe,NorthSeaSea,Sea,sea,,,,,Firth of Forth
933,Europe,NorthSeaSea,Sea,sea,,,,,The North Sea,0
934,Europe,NorthSeaSea,Sea,sea,,,,,Tyne,0
935,Europe,NorthSeaSea,Sea,sea,,,,,Dogger Bank,0
936,Europe,BiscaySea,Sea,sea,,,,,The Channel,0
937,Europe,NorthSeaSea,Sea,sea,,,,,Straits of Dover,0
938,Europe,NorthSeaSea,Sea,sea,,,,,Coast of Holland,0
939,Europe,NorthSeaSea,Sea,sea,,,,,German Bight,0
940,Asia,ChinaSea,Sea,sea,,,,,Korea Bay,0
941,Asia,ChinaSea,Sea,sea,,,,,Yellow Sea,0
942,Asia,JapanSea,Sea,sea,,,,,South Korean Sea,0
943,Asia,JapanSea,Sea,sea,,,,,North Korean Sea,0
944,Asia,JapanSea,Sea,sea,,,,,Tsushima Strait,0
945,Asia,JapanSea,Sea,sea,,,,,Sado Strait,0
946,Asia,JapanSea,Sea,sea,,,,,Sea of Japan
947,Asia,JapanSea,Sea,sea,,,,,Western Japan Sea,0
948,Asia,JapanSea,Sea,sea,,,,,Northern Japan Sea,0
949,Asia,JapanSea,Sea,sea,,,,,Tsugaru Strait,0
950,Asia,JapanSea,Sea,sea,,,,,Taihei Ocean,0
951,Asia,WPacificSea,Sea,sea,,,,,Taihei Ocean 2,0
952,Asia,WPacificSea,Sea,sea,,,,,Northern Pacific Ocean
953,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
954,Asia,NWPacificSea,Sea,sea,,,,,Northern Pacific Ocean
955,Asia,WPacificSea,Sea,sea,,,,,Northern Pacific Ocean
956,Oceania,EPacificSea,Sea,sea,,,,,Midway Island
957,Oceania,EPacificSea,Sea,sea,,,,,Hawaiian Sea
958,Oceania,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
959,Oceania,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
960,America,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
961,America,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
962,America,EPacificSea,Sea,sea,,,,,Manzanillo Bay,0
963,America,EPacificSea,Sea,sea,,,,,Acapulco Bay,0
964,America,CaribbeanSea,Sea,sea,,,,,Belize Bay,0
965,America,CaribbeanSea,Sea,sea,,,,,Florida Straits,0
966,America,CaribbeanSea,Sea,sea,,,,,Jamaican Sea,0
967,America,CaribbeanSea,Sea,sea,,,,,The Bahamas,0
968,America,ENACoastSea,Sea,sea,,,,,Sea of Sargassos,0
969,America,CaribbeanSea,Sea,sea,,,,,Tortuga Island,0
970,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean,0
971,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean,0
972,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean,0
973,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
974,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
975,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
976,Europe,TagoSea,Sea,sea,,,,,Sea of Azores,0
977,Europe,TagoSea,Sea,sea,,,,,Central Atlantic Ocean
978,Europe,TagoSea,Sea,sea,,,,,Central Atlantic Ocean
979,Europe,TagoSea,Sea,sea,,,,,Lusitanian Sea,0
980,Europe,TagoSea,Sea,sea,,,,,Gulf of Cadiz,0
981,Africa,TagoSea,Sea,sea,,,,,Central Atlantic Ocean
982,Europe,TagoSea,Sea,sea,,,,,Straits of Gibraltar,0
983,Europe,WMedSea,Sea,sea,,,,,Gulf of Almeria,0
984,Europe,WMedSea,Sea,sea,,,,,Gulf of Valencia,0
985,Europe,WMedSea,Sea,sea,,,,,Gulf of Mallorca,0
986,Europe,WMedSea,Sea,sea,,,,,Barbary Coast,0
987,Europe,WMedSea,Sea,sea,,,,,Gulf of Lion,0
988,Europe,WMedSea,Sea,sea,,,,,C�te d'Azur
989,Europe,WMedSea,Sea,sea,,,,,Western Mediterranean,0
990,Europe,WMedSea,Sea,sea,,,,,Cape Bon,0
991,Europe,WMedSea,Sea,sea,,,,,Gulf of Cagliari,0
992,Europe,WMedSea,Sea,sea,,,,,Ligurian Sea,0
993,Europe,WMedSea,Sea,sea,,,,,Tyrrenean Sea,0
994,Europe,WMedSea,Sea,sea,,,,,Bay of Naples,0
995,Europe,EMedSea,Sea,sea,,,,,Straits of Messina,0
996,Europe,EMedSea,Sea,sea,,,,,Malta Channel,0
997,Europe,EMedSea,Sea,sea,,,,,Gulf of Sirte,0
998,Europe,EMedSea,Sea,sea,,,,,Gulf of Taranto,0
999,Europe,EMedSea,Sea,sea,,,,,Gulf of Venice,0
1000,Europe,EMedSea,Sea,sea,,,,,Adriatic Sea,0
1001,Europe,EMedSea,Sea,sea,,,,,Straits of Otranto,0
1002,Europe,EMedSea,Sea,sea,,,,,Ionian Sea,0
1003,Europe,EMedSea,Sea,sea,,,,,Gulf of Tobruk,0
1004,Europe,EMedSea,Sea,sea,,,,,Bay of Alexandria,0
1005,Europe,EMedSea,Sea,sea,,,,,Coast of Palestine,0
1006,Europe,EMedSea,Sea,sea,,,,,Gulf of Cyprus,0
1007,Europe,EMedSea,Sea,sea,,,,,Eastern Mediterranean,0
1008,Europe,EMedSea,Sea,sea,,,,,Cretan Sea,0
1009,Europe,EMedSea,Sea,sea,,,,,The Dodecanese,0
1010,Europe,EMedSea,Sea,sea,,,,,The Cyclades,0
1011,Europe,EMedSea,Sea,sea,,,,,Aegean Sea,0
1012,Europe,EMedSea,Sea,sea,,,,,Sea of Marmara,0
1013,Europe,EMedSea,Sea,sea,,,,,Gulf of Varna,0
1014,Europe,EMedSea,Sea,sea,,,,,Gulf of Odessa,0
1015,Europe,EMedSea,Sea,sea,,,,,Western Black Sea,0
1016,Europe,EMedSea,Sea,sea,,,,,Eastern Black Sea,0
1017,Europe,EMedSea,Sea,sea,,,,,Sea of Azov,0
1018,Asia,ChinaSea,Sea,sea,,,,,Yang Tse Delta,0
1019,Asia,ChinaSea,Sea,sea,,,,,Amakusa Sea,0
1020,Asia,JapanSea,Sea,sea,,,,,Setto Inland Sea,0
1021,Asia,JapanSea,Sea,sea,,,,,Tokai Sea,0
1022,Asia,JapanSea,Sea,sea,,,,,Iwo Jima Sea,0
1023,Asia,WPacificSea,Sea,sea,,,,,Northwestern Pacific Ocean
1024,Asia,WPacificSea,Sea,sea,,,,,Northwestern Pacific Ocean
1025,Asia,WPacificSea,Sea,sea,,,,,Northwestern Pacific Ocean
1026,Oceania,WPacificSea,Sea,sea,,,,,Northwestern Pacific Ocean
1027,Asia,NWPacificSea,Sea,sea,,,,,Northwestern Pacific Ocean
1028,Oceania,WPacificSea,Sea,sea,,,,,Northwestern Pacific Ocean
1029,Oceania,EPacificSea,Sea,sea,,,,,Central Pacific Ocean
1030,Oceania,EPacificSea,Sea,sea,,,,,Central Pacific Ocean
1031,Oceania,EPacificSea,Sea,sea,,,,,Central Pacific Ocean
1032,Oceania,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
1033,Oceania,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
1034,Oceania,SEPacificSea,Sea,sea,,,,,Galapagos Islands,0
1035,Oceania,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
1036,America,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
1037,America,EPacificSea,Sea,sea,,,,,Northeastern Pacific Ocean
1038,America,EPacificSea,Sea,sea,,,,,Bay of Costa Rica,0
1039,America,EPacificSea,Sea,sea,,,,,Gulf of Panama,0
1040,America,SEPacificSea,Sea,sea,,,,,Gulf of Guayaquil,0
1041,America,SEPacificSea,Sea,sea,,,,,Coast of Ecuador,0
1042,America,CaribbeanSea,Sea,sea,,,,,Mosquitos Coast,0
1043,America,CaribbeanSea,Sea,sea,,,,,Gulf of Darien,0
1044,America,CaribbeanSea,Sea,sea,,,,,Caribbean Sea,0
1045,America,CaribbeanSea,Sea,sea,,,,,Venezuelan Sea,0
1046,America,CaribbeanSea,Sea,sea,,,,,Straits of Puerto Rico,0
1047,America,CaribbeanSea,Sea,sea,,,,,Leeward Islands,0
1048,America,CaribbeanSea,Sea,sea,,,,,Winward Islands,0
1049,America,CaribbeanSea,Sea,sea,,,,,Central Atlantic Ocean
1050,America,CaribbeanSea,Sea,sea,,,,,Central Atlantic Ocean
1051,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
1052,America,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
1053,Africa,NCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
1054,Africa,NCAtlanticSea,Sea,sea,,,,,Arguin Bank,0
1055,Africa,TagoSea,Sea,sea,,,,,Central Atlantic Ocean
1056,Africa,ECAtlanticSea,Sea,sea,,,,,Mauretanian Coast,0
1057,Africa,TagoSea,Sea,sea,,,,,Canarian Sea,0
1058,Africa,TagoSea,Sea,sea,,,,,Coast of Morocco,0
1059,Africa,RedSeaSea,Sea,sea,,,,,Gulf of Suez,0
1060,Africa,RedSeaSea,Sea,sea,,,,,Red Sea,0
1061,Africa,RedSeaSea,Sea,sea,,,,,Straits of Obock,0
1062,Africa,RedSeaSea,Sea,sea,,,,,Bab El Mandeb,0
1063,Asia,GulfSea,Sea,sea,,,,,Straits of Ormuz,0
1064,Asia,GulfSea,Sea,sea,,,,,Coast of Mascate,0
1065,Asia,GulfSea,Sea,sea,,,,,Mascate Coast,0
1066,Asia,GulfSea,Sea,sea,,,,,Gulf of Indus,0
1067,Asia,GulfSea,Sea,sea,,,,,Western Arabian Sea,0
1068,Asia,NWIndianSea,Sea,sea,,,,,Eastern Arabian Sea,0
1069,Asia,NWIndianSea,Sea,sea,,,,,Coast of Gujarat,0
1070,Asia,NWIndianSea,Sea,sea,,,,,Lacquedive Islands,0
1071,Asia,NWIndianSea,Sea,sea,,,,,Coast of Malabar,0
1072,Asia,NEIndianSea,Sea,sea,,,,,Coast of Coromandel,0
1073,Asia,NEIndianSea,Sea,sea,,,,,Coast of Orissa,0
1074,Asia,NEIndianSea,Sea,sea,,,,,Ganges Delta,0
1075,Asia,NEIndianSea,Sea,sea,,,,,Gulf of Bengal,0
1076,Asia,NEIndianSea,Sea,sea,,,,,Northern Bay of Bengale,0
1077,Asia,NEIndianSea,Sea,sea,,,,,Andaman Sea,0
1078,Asia,NEIndianSea,Sea,sea,,,,,Akyab Bay,0
1079,Asia,NEIndianSea,Sea,sea,,,,,Irrawady Delta,0
1080,Asia,NEIndianSea,Sea,sea,,,,,Mergui Archipelago,0
1081,Asia,ThaiSea,Sea,sea,,,,,Gulf of Siam,0
1082,Asia,ThaiSea,Sea,sea,,,,,Gulf of Tonkin,0
1083,Asia,ThaiSea,Sea,sea,,,,,Coast of Annam,0
1084,Asia,ThaiSea,Sea,sea,,,,,Paracel Islands,0
1085,Asia,ChinaSea,Sea,sea,,,,,Taiwan Strait,0
1086,Asia,ChinaSea,Sea,sea,,,,,Strait of Luzon,0
1087,Asia,ChinaSea,Sea,sea,,,,,Sea of Taiwan,0
1088,Asia,ChinaSea,Sea,sea,,,,,Eastern China sea,0
1089,Asia,ChinaSea,Sea,sea,,,,,Ryukyu Islands,0
1090,Asia,WPacificSea,Sea,sea,,,,,Mariana Islands,0
1091,Oceania,WPacificSea,Sea,sea,,,,,Tinian Sea
1092,Oceania,WPacificSea,Sea,sea,,,,,Wake Island
1093,Oceania,WPacificSea,Sea,sea,,,,,Northern Micronesia
1094,Oceania,SWPacificSea,Sea,sea,,,,,Central Pacific Ocean
1095,Oceania,EPacificSea,Sea,sea,,,,,Central Pacific Ocean
1096,Oceania,EPacificSea,Sea,sea,,,,,Central Pacific Ocean
1097,Oceania,SEPacificSea,Sea,sea,,,,,Central Pacific Ocean
1098,Oceania,SEPacificSea,Sea,sea,,,,,Central Pacific Ocean
1099,Oceania,SEPacificSea,Sea,sea,,,,,Central Pacific Ocean
1100,Oceania,SEPacificSea,Sea,sea,,,,,Central Pacific Ocean
1101,America,SEPacificSea,Sea,sea,,,,,Coast of Peru,0
1102,America,SEPacificSea,Sea,sea,,,,,Central Pacific Ocean
1103,America,SEPacificSea,Sea,sea,,,,,Juan Fernandez Islands
1104,America,SEPacificSea,Sea,sea,,,,,Arica Gulf,0
1105,America,SEPacificSea,Sea,sea,,,,,Arequipa Bay,0
1106,America,CaribbeanSea,Sea,sea,,,,,Guyana Coast,0
1107,America,CaribbeanSea,Sea,sea,,,,,Bay of Belem,0
1108,America,WCAtlanticSea,Sea,sea,,,,,Gulf of the Amazon,0
1109,America,WCAtlanticSea,Sea,sea,,,,,Central Atlantic Ocean
1110,America,WCAtlanticSea,Sea,sea,,,,,Coast of Brazil,0
1111,America,WCAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1112,America,WCAtlanticSea,Sea,sea,,,,,Coast of Recife,0
1113,America,WCAtlanticSea,Sea,sea,,,,,Coast of Pernambuc,0
1114,America,WCAtlanticSea,Sea,sea,,,,,Todos Santos Bay,0
1115,America,WCAtlanticSea,Sea,sea,,,,,Rio de Janeiro,0
1116,America,WCAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1117,America,WCAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1118,America,WCAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1119,America,WCAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1120,America,ECAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1121,Africa,ECAtlanticSea,Sea,sea,,,,,Cape Verde Islands,0
1122,Africa,ECAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1123,Africa,ECAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1124,Africa,WCAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1125,Africa,ECAtlanticSea,Sea,sea,,,,,Ascension Island
1126,Africa,ECAtlanticSea,Sea,sea,,,,,South Central Atlantic Ocean
1127,Africa,ECAtlanticSea,Sea,sea,,,,,Gor�e Island
1128,Africa,ECAtlanticSea,Sea,sea,,,,,Coast of Gambia,0
1129,Africa,ECAtlanticSea,Sea,sea,,,,,Gold Coast,0
1130,Africa,SEAtlanticSea,Sea,sea,,,,,Gulf of Nigeria,0
1131,Africa,SEAtlanticSea,Sea,sea,,,,,Gulf of Guinea,0
1132,Africa,SEAtlanticSea,Sea,sea,,,,,Coast of Cameroon,0
1133,Africa,SWIndianSea,Sea,sea,,,,,Coast of Pepper,0
1134,Africa,SWIndianSea,Sea,sea,,,,,Horn of Africa,0
1135,Africa,RedSeaSea,Sea,sea,,,,,Socotra Island,0
1136,Asia,SWIndianSea,Sea,sea,,,,,Oman Sea,0
1137,Asia,SWIndianSea,Sea,sea,,,,,The Maldives,0
1138,Asia,NWIndianSea,Sea,sea,,,,,Comorin Cape,0
1139,Asia,SWIndianSea,Sea,sea,,,,,Ceylon Sea,0
1140,Asia,NWIndianSea,Sea,sea,,,,,Coast of Trincomalee,0
1141,Asia,NEIndianSea,Sea,sea,,,,,Bay of Bengale,0
1142,Asia,NEIndianSea,Sea,sea,,,,,Central Indian Ocean
1143,Asia,NEIndianSea,Sea,sea,,,,,Straits of Malacca,0
1144,Asia,NEIndianSea,Sea,sea,,,,,Coast of Sumatra,0
1145,Asia,NEIndianSea,Sea,sea,,,,,Straits of Johore,0
1146,Asia,ThaiSea,Sea,sea,,,,,Malayan Sea
1147,Asia,ThaiSea,Sea,sea,,,,,South China Sea,0
1148,Asia,OceaniaSea,Sea,sea,,,,,Balabac Strait,0
1149,Asia,OceaniaSea,Sea,sea,,,,,South China Sea 2,0
1150,Asia,OceaniaSea,Sea,sea,,,,,Sulu Sea,0
1151,Asia,OceaniaSea,Sea,sea,,,,,Gulf of Leyte,0
1152,Asia,OceaniaSea,Sea,sea,,,,,Coast of Luzon,0
1153,Asia,ChinaSea,Sea,sea,,,,,North Philippine Sea,0
1154,Asia,OceaniaSea,Sea,sea,,,,,Yap Island
1155,Asia,OceaniaSea,Sea,sea,,,,,Philippine Sea,0
1156,Asia,OceaniaSea,Sea,sea,,,,,Palau Island,0
1157,Oceania,WPacificSea,Sea,sea,,,,,Mariana Sea
1158,Oceania,OceaniaSea,Sea,sea,,,,,Caroline Islands
1159,Oceania,WPacificSea,Sea,sea,,,,,Micronesian Sea
1160,Oceania,WPacificSea,Sea,sea,,,,,Marshall Islands
1161,Oceania,SWPacificSea,Sea,sea,,,,,Gilbert Islands
1162,Oceania,SWPacificSea,Sea,sea,,,,,Fiji Islands
1163,Oceania,SWPacificSea,Sea,sea,,,,,Samoan Sea
1164,Oceania,SWPacificSea,Sea,sea,,,,,Samoa Islands
1165,Oceania,SEPacificSea,Sea,sea,,,,,Society Islands
1166,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1167,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1168,America,SEPacificSea,Sea,sea,,,,,Coast of Chile,0
1169,America,SWAtlanticSea,Sea,sea,,,,,Coast of Patagonia,0
1170,America,SWAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1171,America,SWAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1172,America,SWAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1173,America,SWAtlanticSea,Sea,sea,,,,,Rio de La Plata,0
1174,America,SWAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1175,America,WCAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1176,Africa,SEAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1177,Africa,SEAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1178,Africa,SEAtlanticSea,Sea,sea,,,,,St. Helena Island,0
1179,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1180,Africa,SEAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1181,Africa,SEAtlanticSea,Sea,sea,,,,,Rio Muni,0
1182,Africa,SEAtlanticSea,Sea,sea,,,,,Gulf of Congo,0
1183,Africa,SEAtlanticSea,Sea,sea,,,,,Coast of Angola,0
1184,Africa,SWIndianSea,Sea,sea,,,,,Mozambica Channel,0
1185,Africa,SWIndianSea,Sea,sea,,,,,Rufiji Delta,0
1186,Africa,SWIndianSea,Sea,sea,,,,,Zanzibar Strait,0
1187,Africa,SWIndianSea,Sea,sea,,,,,Gulf of Zambeze,0
1188,Africa,SWIndianSea,Sea,sea,,,,,The Comores,0
1189,Africa,SWIndianSea,Sea,sea,,,,,Central Indian Ocean
1190,Africa,SWIndianSea,Sea,sea,,,,,Central Indian Ocean
1191,Africa,SWIndianSea,Sea,sea,,,,,The Seychelles,0
1192,Africa,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1193,Africa,SWIndianSea,Sea,sea,,,,,Central Indian Ocean
1194,Africa,SWIndianSea,Sea,sea,,,,,Central Indian Ocean
1195,Africa,SWIndianSea,Sea,sea,,,,,Central Indian Ocean
1196,Africa,SWIndianSea,Sea,sea,,,,,Diego Garcia Island
1197,Africa,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1198,Africa,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1199,Africa,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1200,Africa,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1201,Asia,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1202,Asia,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1203,Asia,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1204,Asia,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1205,Asia,NEIndianSea,Sea,sea,,,,,Straits of Sunda,0
1206,Asia,OceaniaSea,Sea,sea,,,,,Coast of Surabaja,0
1207,Asia,OceaniaSea,Sea,sea,,,,,Coast of Sarawak,0
1208,Asia,OceaniaSea,Sea,sea,,,,,Java Sea,0
1209,Asia,OceaniaSea,Sea,sea,,,,,South Timor Sea 2,0
1210,Asia,OceaniaSea,Sea,sea,,,,,Strait of Makassar,0
1211,Asia,OceaniaSea,Sea,sea,,,,,Sea of Celebes,0
1212,Oceania,SEIndianSea,Sea,sea,,,,,North West Cape,0
1213,Asia,OceaniaSea,Sea,sea,,,,,The Moluccas,0
1214,Asia,OceaniaSea,Sea,sea,,,,,Java Sea 2,0
1215,Asia,OceaniaSea,Sea,sea,,,,,Sea of Java,0
1216,Asia,OceaniaSea,Sea,sea,,,,,Timor Sea,0
1217,Asia,OceaniaSea,Sea,sea,,,,,Tanimbar Islands,0
1218,Asia,OceaniaSea,Sea,sea,,,,,Sorong Strait,0
1219,Oceania,OceaniaSea,Sea,sea,,,,,Straits of Torres,0
1220,Asia,OceaniaSea,Sea,sea,,,,,New Guinea Coast,0
1221,Asia,OceaniaSea,Sea,sea,,,,,Sea of Banda,0
1222,Asia,OceaniaSea,Sea,sea,,,,,Sea of Ternate,0
1223,Oceania,BarrierReefSea,Sea,sea,,,,,Coast of New Zealand,0
1224,Oceania,OceaniaSea,Sea,sea,,,,,Biak Bay,0
1225,Oceania,OceaniaSea,Sea,sea,,,,,Viliaz Strait,0
1226,Oceania,OceaniaSea,Sea,sea,,,,,Melanesian Sea,0
1227,Oceania,OceaniaSea,Sea,sea,,,,,Melanesia,0
1228,Oceania,OceaniaSea,Sea,sea,,,,,Trobriand Islands,0
1229,Oceania,BarrierReefSea,Sea,sea,,,,,Louisiade Archipelago,0
1230,Oceania,SWPacificSea,Sea,sea,,,,,Nauru Island
1231,Oceania,BarrierReefSea,Sea,sea,,,,,The Solomons
1232,Oceania,SWPacificSea,Sea,sea,,,,,Gilbert Sea
1233,Oceania,BarrierReefSea,Sea,sea,,,,,South Pacific Ocean
1234,Oceania,SWPacificSea,Sea,sea,,,,,South Pacific Ocean
1235,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1236,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1237,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1238,Oceania,SEPacificSea,Sea,sea,,,,,South Pacific Ocean
1239,America,SEPacificSea,Sea,sea,,,,,Magellan Strait,0
1240,America,SWAtlanticSea,CapeHornArea,sea,,,,,Cape Horn,0
1241,America,SWAtlanticSea,Sea,sea,,,,,Patagonian Sea,0
1242,America,SWAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1243,America,SWAtlanticSea,Sea,sea,,,,,Falkland Islands,0
1244,America,SWAtlanticSea,Sea,sea,,,,,New Georgia Island
1245,America,SWAtlanticSea,Sea,sea,,,,,South Atlantic Ocean
1246,America,SWAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1247,Africa,SEAtlanticSea,Sea,sea,,,,,Tristan da Cunha Island
1248,Africa,SEAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1249,Africa,SEAtlanticSea,Sea,sea,,,,,Southern Atlantic Ocean
1250,Africa,SEAtlanticSea,Sea,sea,,,,,Walvis Bay,0
1251,Africa,SEAtlanticSea,Sea,sea,,,,,Coast of Namibia,0
1252,Africa,SWIndianSea,GoodHopeArea,sea,,,,,Cape of Good Hope,0
1253,Africa,SWIndianSea,Sea,sea,,,,,Coast of Natal,0
1254,Africa,SWIndianSea,Sea,sea,,,,,Southern Indian Ocean
1255,Africa,SWIndianSea,Sea,sea,,,,,Cape Romain,0
1256,Africa,SWIndianSea,Sea,sea,,,,,Southern Indian Ocean
1257,Africa,SWIndianSea,Sea,sea,,,,,Southern Indian Ocean
1258,Africa,SWIndianSea,Sea,sea,,,,,Southern Indian Ocean
1259,Africa,SEIndianSea,Sea,sea,,,,,Southern Indian Ocean
1260,Oceania,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1261,Oceania,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1262,Oceania,SEIndianSea,Sea,sea,,,,,Central Indian Ocean
1263,Oceania,SEIndianSea,Sea,sea,,,,,Australian Sea,0
1264,Oceania,OceaniaSea,Sea,sea,,,,,Australian Sea 2,0
1265,Oceania,SEIndianSea,Sea,sea,,,,,Western Australian Coast,0
1266,Oceania,SEIndianSea,Sea,sea,,,,,Shark Bay,0
1267,Oceania,SEIndianSea,Sea,sea,,,,,Coast of New Holland,0
1268,Oceania,SEIndianSea,Sea,sea,,,,,Cape Leeuwin,0
1269,Oceania,SEIndianSea,Sea,sea,,,,,Recherche Archipelago,0
1270,Oceania,SEIndianSea,Sea,sea,,,,,Great Australian Bight,0
1271,Oceania,SEIndianSea,Sea,sea,,,,,Kangaroo Island,0
1272,Oceania,BarrierReefSea,Sea,sea,,,,,Eastern Australia,0
1273,Oceania,BarrierReefSea,Sea,sea,,,,,Sandy Cape,0
1274,Oceania,BarrierReefSea,Sea,sea,,,,,Capricorn Channel,0
1275,Oceania,BarrierReefSea,Sea,sea,,,,,Coral Sea,0
1276,Oceania,BarrierReefSea,Sea,sea,,,,,Coral Sea 2,0
1277,Oceania,BarrierReefSea,Sea,sea,,,,,South Coral Sea,0
